Gene	SRR3719478	SRR3719504	SRR3719505	SRR3719506	SRR3719510	SRR3719511	SRR3719533	SRR3719534	SRR3719535	SRR3719539	SRR3719541	SRR3719544	SRR3719545	SRR3719562	SRR3719563	SRR3719564	SRR3719565	SRR3719566	SRR3719567	SRR3719568	SRR3719569	SRR3719571	SRR3719572	SRR3719573	SRR3719574	SRR3719625	SRR3719629	SRR3719644	SRR3719645	SRR3719646	SRR3719647	SRR3719653	SRR3719654	SRR3719655	SRR3719656	SRR3719657	SRR3719691	SRR3719692	SRR3719693	SRR3719695	SRR3719696	SRR3719708	SRR3724190	SRR3724307	SRR3724308	SRR3724309	SRR3724310	SRR3724311	SRR3724312	SRR3724315	SRR3724357	SRR3724365	SRR3724366	SRR3724382	SRR3724388	SRR3724456	SRR3724464	SRR3724465	SRR3724466	SRR3724467	SRR3724468	SRR3724469	SRR3724470	SRR3724482	SRR3724508	SRR3724533	SRR3724534	SRR3724641	SRR3724643	SRR3724644	SRR3724645	SRR3724646	SRR3724647	SRR3724648	SRR3725015	SRR3725054	SRR3725353	SRR3725354	SRR3725355	SRR3725726	SRR3725727	SRR3725728	SRR3725729	SRR3725730	SRR3725731
Bin_metabat_SRR3719691.81	0.000813813	0	0	0.001406748	0.000926038	0.000340341	0.001308316	0	0.001194174	0	0.000325959	0.001428635	0.001584841	0.000157904	0.0006962	0	0	9.46266E-05	0.001680472	0.001600638	0.000896165	0.000162421	0	0	0	0.001377776	0.001734414	0.000283069	0	0	0	5.10831E-05	0.001694082	0.001227871	0	0.001316413	0.001477732	0	0	0.000463265	0.000410598	0.000696819	0	0.000266673	0.000937825	0	0	0.001306519	0.001022016	0.000455078	0.000711133	0.000593956	0	0	0.00025321	0.000204812	0.001108107	0.000628059	0.000704424	0	0	0.000251016	0.000276093	0	0	0	0	0	0.000548917	0	0	0	0.000587948	0.000499746	0.000326104	0.000405972	0.000206985	0	0	0.000222662	0	0.000293307	0	0	4.26069E-05
Bin_metabat_SRR3724190.20	0.000134259	0	6.82911E-05	0.000622022	0.000162026	0.000110725	0.001178486	0.00010437	0.000901494	0.01953584	9.53012E-05	0.001567335	0.001176827	0.00041217	0.001032445	0.00015596	0.00012436	0.028575413	0.002215572	0.001506936	0.000782367	0.000154102	0.000103686	0.000141629	0.01318104	0.001327552	0.000655457	8.66192E-05	4.22917E-05	6.13744E-05	0.000103999	0.004199453	0.000444672	0.000259538	0.01048399	0.000345275	0.000965323	6.26216E-05	6.12196E-05	0.00035656	0.000324607	0.00051076	0.004110175	0	0.000271968	0	0	0.000146478	0.000143539	0.000490284	0.000266531	0.000152007	0	0	0.000400551	0.000127684	0.00034264	9.36801E-05	0.000132006	0	0	0.000248293	0	0	0	0	0.002671027	7.78174E-05	0.001378411	0	0	0	0.000116192	0	0	0.000143282	0	0	0	0	0	0.000410457	0	0	0.000120835
Bin_metabat_SRR3724468.54	0.000100318	0.00441306	0.009033992	0	0.000110835	0.000381595	0	0.009214566	8.09624E-05	0	0.000197406	0	0	0	0	0	0.000166568	0	0	0	0	0	7.08406E-05	4.97806E-05	0	0	0	0	0.000123216	0.000163972	0.000210495	0	0.000124327	0.000145753	0	0.000137415	0	0.000190122	0.000288913	0	5.2026E-05	0	0	0.000236516	0	0.002232901	0.001409512	0	0	0.00022487	0	0.000166273	0.00039604	0.007329253	0	0	0	0.000199583	0.000184935	0.005847277	0.003503204	0	0.000308731	0.000107039	0.000330769	0.003114264	0	8.03629E-05	0	0.000767163	0.000135373	0.002572472	0	0	0	0	0	0.000182558	0	0	0	0	0	0	0
Bin_metabat_SRR3719653.107	0	0	0	0	0	0	0	0	0	0.000220611	0	0.000217973	0.000123187	0	0.00016556	0	0	0	0	0	0	0	0	0	0	5.2925E-05	0	0	0	0	0	0.000981293	0	0	0.000479721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.27569E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin_maxbin_SRR3719646.066	0.000907642	0.000630819	0.000431086	0.001279175	0.000942325	0.000707501	0.001066515	0.000370099	0.000952654	0	0.000586117	0.001350956	0.000975548	0.00026869	0.00043387	0.00034099	0.000292171	0.000213234	0.001061532	0.000809033	0.000463347	0.000329836	0.000340929	0.00037267	0	0.001467295	0.000709299	0.000387579	0.000489345	0.000459357	0.000303565	9.8697E-05	0.000709761	0.000810819	0.000166914	0.000878037	0.000789189	0.000374687	0.000311861	0.000250861	0.000323236	0.000223376	0	0.000731386	0.004171971	0.000283555	0.000376457	0.005458795	0.003994148	0.002115386	0.00200699	0.001276639	0.000411705	0.000193643	0.000262997	0.002774901	0.000999572	0.000615111	0.000724784	0.00015998	0.00022946	0.002240484	0.000584404	0.000758952	0.000461856	0.000259399	0	0.000527724	0.000479696	0.000239094	0.000303767	0	0.000898191	0.000820693	0.000810015	0.000910925	0.000798464	0.00068292	0.001029052	0.000398926	0.000527386	0.001432809	0.000730541	0.000517957	0.000301437
Bin_maxbin_SRR3724533.015	0.000169828	0.000893825	0.001533728	0	0.000290291	0.000413465	0	0.00126502	0.000157821	0	0.000533074	0	0	0	0	0	0.000151155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000154374	0.000245741	0	0.000190836	0	0	0	0	0	0	0	0.000340124	0	0.001179018	0.001099898	0	0.00017978	0	0.00011477	0.000250401	0.000312736	0.001297219	0	0.000563999	0.000175622	0.000353013	0.000321274	0.000858549	0.0007642	0	0.000364834	0.000973671	0.003479659	0.015132153	0	0.001422853	0.000473017	0.007265648	0.002633476	0.01239791	0.000344615	0.000764793	0.001238061	0.000332234	0.000949944	0.002445406	0.001264495	0.001334007	0.002482347	0.000102831	0.001813873	0.000254129	0.000651915
Bin_metabat_SRR3719654.50	0.002809737	0.001875058	0.001969566	0.002262506	0.003106755	0.002817989	0.002091522	0.001496068	0.00356401	0	0.003091235	0.001784168	0.002830192	0.001782337	0.002437417	0.000363219	0.001978202	0	0.001614154	0.001830008	0.002165597	0.000725066	0.000473016	0.000329699	0	0.001511793	0.002158846	0.001403469	0.00044727	0.00029865	0.00011369	0	0.001936482	0.00224809	0	0.002464971	0.002278006	0.000864585	0.000569621	0.002127439	0.00173066	0.002138566	0	0.00218295	0.001875611	0.002187215	0.002820102	0.003838821	0.002801599	0.001101734	0.002129183	0.002576145	0.001485176	0.001142436	0	0.003551153	0.002695408	0.002168965	0.002423186	0.000584292	0.000758677	0.001356474	0.002111993	0.001800869	0.001863444	0.002003158	0	0.00091706	0.003781318	0.000735048	0.000594178	0.000750345	0.001613599	0.003272034	0.002519575	0.002367602	0.004202277	0.00208696	0.002518944	0.002811541	0.001863696	0.001326279	0.002318672	0.000275684	0.000947191
Bin_metabat_SRR3719534.70	8.90272E-05	0.001254814	0.002172772	0	9.34093E-05	0.000269112	0	0.002025383	6.73843E-05	0	0.000202718	0	0	0	0	5.6454E-05	0.000109957	0	0	0	0	0	4.65349E-05	0	0	0	0	3.52365E-05	5.30111E-05	8.77548E-05	7.74385E-05	0	5.05041E-05	8.74135E-05	0	6.96008E-05	0	5.87699E-05	6.37739E-05	5.3854E-05	5.33439E-05	4.83803E-05	0	0.000154915	0	0.001990884	0.001539267	0	0	0	0	0.000107313	0.000277886	0.002060895	0	7.06745E-05	7.00869E-05	0.000145187	0.00014487	0.001522542	0.001135568	0	0.000183353	0.000239307	0.000389237	0.002268055	0	0.000190345	0	0.000869876	0.000298223	0.001752683	0	6.56884E-05	0.000121973	0	0	0.00027151	0.000126216	0	0.000243271	0	0.000240342	0	0.000141047
Bin_metabat_SRR3719656.93	0	0	0	0	0	0	8.80061E-05	0	4.27379E-05	0.003169585	0	6.60025E-05	4.46688E-05	3.95936E-05	0.000135434	0	0	0.002196971	5.12262E-05	5.02884E-05	0	0	0	0	0.000704566	0	0	0	0	0	0	0.000735237	3.60529E-05	0	0.003240751	0	0	0	0	3.73939E-05	0	4.82746E-05	0.001025308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000519336	0	9.46551E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin_metabat_SRR3724533.36	0	0.000181141	0.000316622	0	0	5.23333E-05	0	0.000252311	0	0	8.31418E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000172488	0.000139507	0	0	0	0	0	0	0.000152962	0	0.000126695	0	0	0	0.000214956	0.000183739	0	0	0.000248885	0.001012262	0.003741708	0	0.000457986	6.41546E-05	0.002599305	0.000901135	0.004288814	0.000101441	0.000344559	0.000703213	0.000100013	0.000522694	0.000729243	0.00044621	0.000960705	0.0024039	0	0.001068026	0.000302835	0.000544658
Bin_metabat_SRR3724310.15	7.22891E-05	0.000392165	0.000794815	0	0.000146156	0.000236934	0	0.001033258	9.64314E-05	0	0.000209683	0	0	0	0	8.12965E-05	0.000348114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.56045E-05	9.81071E-05	0	7.59268E-05	0	0	0	0	0	0	0	0.000657452	0	0.001844881	0.001889989	0	0.000286634	0	7.81966E-05	0.000273636	0.000384805	0.001792121	0	0	0	0.000151974	9.42725E-05	0	0.000143856	0	0.000415579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin_metabat_SRR3719534.43	0	0.000798021	0.001606121	0	0	0	0	0.001402506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000231987	0.000284558	0	0	0	7.45112E-05	0.000133661	0	0	0	0.000140641	0	0	0	0	0	0	0	7.58287E-05	7.63298E-05	0	0	0	0	0	0.000109462
Bin_metabat_SRR3724533.64	0	0.00020582	0.000336315	0	0	0.000134663	0	0.000303581	0	0	0.000183649	0	0	0	0	0	0.000216636	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136159	0	0	0	0	0	0	0	0	0	0	0	0	0.000189043	0	0.000458974	0.000294595	0	0	0	0	0	0	0.000572378	0	0.000230642	0	0.00018168	0.000127833	0.00033422	0.000199737	0	0.000200833	0.000439514	0.001289546	0.005136918	0	0.000777717	7.5598E-05	0.005643483	0.001715561	0.010329427	0.000113545	0.00041536	0.000937053	8.54285E-05	0.000578275	0.001000748	0.000696222	0.001290445	0.002771993	0	0.001658439	0.000335287	0.000565958
Bin_metabat_SRR3724533.43	0	0.000204743	0.000387905	0	9.39294E-05	0.000251055	0	0.000490356	4.69985E-05	0	0.000209028	0	0	7.08708E-05	3.98166E-05	0.000132533	0.000236805	0	0	0	4.95462E-05	4.38054E-05	6.46617E-05	5.24547E-05	0	0	4.74402E-05	6.6185E-05	8.5316E-05	0.000125551	0.000136695	0	4.67097E-05	8.38348E-05	0	5.71158E-05	0	6.93929E-05	8.4733E-05	0.000107892	0.000101669	8.98326E-05	0	0.000136897	0	0.000253671	0.00019863	0	0	0	0	0	0	0.000404298	0	0.000617174	0	0.0001519	0.000121254	0.001127204	0.000918701	9.48346E-05	0.000161179	0.001352986	0.003905133	0.017298177	0	0.000996941	0.000337947	0.003419759	0.001441702	0.007523712	0.000165776	0.000389756	0.000574501	0.000119571	0.00034349	0.002343188	0.000560382	0.000591022	0.001211972	0	0.000847456	8.23412E-05	0.000296055
Bin_metabat_SRR3719629.68	0.001330079	0.001124916	0.001479661	0.000441571	0.001183663	0.001299447	0.000373538	0.00114725	0.000745102	0	0.00110046	0.000557927	0.001397284	0.000596163	0.000760782	0.001166275	0.00181101	0	0.000735835	0.00078854	0.000701691	0.000439774	0.000354302	0.000399522	0	0.000729817	0.0011629	0.000632037	0.00058847	0.000533946	0.000495404	0	0.00074993	0.000940626	0	0.000810697	0.00077273	0.0005416	0.000403166	0.000535597	0.00054595	0.00049435	0	0.000660805	0.000224751	0.000527242	0.001671928	0.000602952	0.000766177	0.000218773	0.000705303	0.001044701	0.000261399	0.000706271	0	0.001759159	0.001699863	0.001082413	0.001434647	0	0.000290986	0.000183868	0.000613847	0.001697611	0.001484201	0.000498701	0	0.000415982	0.000566474	0.000262881	0.000426926	0.000227319	0.00055694	0.002392402	0.001790614	0.000569663	0.001643895	0.001221889	0.000973979	0.001283092	0.000543934	0.000129678	0.000662903	7.70344E-05	0.000312705
Bin_metabat_SRR3724534.3	0.000622408	0.000161483	8.70276E-05	0.001941897	0.000564013	0.000262456	0.002476143	0.000143642	0.001146818	0.002366408	0.000270747	0.007124937	0.00337749	0.000510673	0.002097125	0.000235551	0.000292953	0.004904064	0.006307541	0.003596617	0.001263784	0.000261277	0.000228335	0.000243292	0.000748784	0.00460949	0.001471535	0.000248027	0.000156565	0.00019394	0.000243322	0.002497957	0.001376109	0.000760886	0.003491139	0.00095901	0.001921884	0.000155083	0.000164572	0.000609202	0.00059237	0.000960481	0.011435679	0.000574299	0.008391332	0	8.59477E-05	0.004604166	0.00381009	0.006780794	0.003038311	0.001763437	0.000852169	0.000163317	0.004170509	0.000980521	0.001106037	0.000667904	0.000678123	0	8.41826E-05	0.005591376	0.000549862	0.000127986	5.6823E-05	0.000108371	0.010607153	0.000468786	0.002949716	0.000223441	0.000213732	0.000242723	0.001948269	0.000314909	0.000316312	0.001730927	0.000245927	8.23723E-05	0	0	0	0.005575887	0	0.001775852	0.000736249
Bin_metabat_SRR3719696.35	0.000190688	6.66758E-05	9.45738E-05	0.000113644	0.000310425	0.00014795	0	5.79848E-05	0.000204103	0	0.000142323	0.00019916	0.000501872	0.000143605	0.000270466	0	0	0	0.000165543	0.000178739	0.000638656	8.66359E-05	0	0	0	0.000124393	0.000668834	0.001469705	0	0	0	0	0.000215569	0.000330162	0	0.000352823	0.00164656	0.00025147	0.000201183	0.002141884	0.00223752	0.001529529	0	0.000265046	0	0	0.000111253	0.000118399	0.000131367	0	0	0	0	0	0	0.000213606	0.000427848	0.000336912	0.000361488	0	0	0.000261625	0.000315786	7.17885E-05	0.000209054	0.000561857	0	0	0.000129482	0.0001813	7.10486E-05	0.000265993	0.00047776	0.000243832	0.000265678	0.0005321	0.000423495	0.000199059	0.000198513	0.000421931	0.000300101	0.000772395	0.000309973	0	0.000161826
Bin_metabat_SRR3719629.43	0.000628712	0.000161346	0.00017212	0.000541304	0.000832658	0.000291113	0.000511798	0.00013197	0.000427404	0	0.000263632	0.000557675	0.000657106	0.000210616	0.000306928	0.000214289	0.000487483	0	0.000729221	0.000639621	0.000335507	0.000107402	9.52931E-05	6.98246E-05	0	0.000871539	0.000924771	0.000256122	9.8756E-05	9.31388E-05	4.99715E-05	0	0.000740357	0.000785262	0	0.000664172	0.000754241	0.000111589	8.57389E-05	0.000224871	0.000194897	0.00022245	0	0.000375698	7.9034E-05	0.00016814	0.000342827	0.000224705	0.000283021	0.000248422	0.000578767	0.000473706	0	0.000165422	0	0.000258043	0.00052176	0.000670932	0.000769768	0	5.46494E-05	0	0.000375563	0.000152532	0.000309369	0.000152966	0	0	0.000188094	0	5.87768E-05	0	0.000623735	0.001131751	0.000885412	0.000530464	0.000770125	0.000338429	0.000443437	0.000768963	0.000168659	0.000293097	0.000206495	0	6.26478E-05
Bin_metabat_SRR3719505.56	6.51927E-05	0.0027012	0.00453106	0	9.01772E-05	0.000539607	0	0.003378657	7.4359E-05	0	0.001014138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.10245E-05	8.67112E-05	0	4.36944E-05	0	0	0	0	0	0	0	0.000234602	0	0.001740995	0.001507743	0	0	0	0	9.49098E-05	0.000204876	0.001106918	0	0	0.000146167	0.000237586	0.000231053	0.002948813	0.002555991	0	0.000320345	0.000107439	0.000388886	0.0022947	0	0.000161672	0	0.001275301	0.000394596	0.00229177	0	0	0	0	0	0.00021647	0	0	0	0	0	0	0
Bin_metabat_SRR3725353.15	0.004855301	0.004543766	0.005958412	0.00150327	0.005818365	0.005935122	0.001215495	0.005067679	0.00312794	0	0.005247098	0.000773328	0.00197804	0.001902337	0.002809615	0.002328743	0.001280449	0	0.001857864	0.002453757	0.002756211	0.002172622	0.00189986	0.001808758	0	0.002090219	0.003473838	0.00329666	0.002573471	0.001061371	0.000617145	0	0.002222248	0.003869537	0	0.003001486	0.002286205	0.002377405	0.001218721	0.001824882	0.001713925	0.001343988	0	0.006287612	0.000434849	0.003169946	0.002880786	0.001411499	0.003674456	0.000881616	0.001268981	0.003887803	0.004537667	0.003073107	0	0.008359691	0.004079945	0.004555911	0.004732866	0.002509787	0.002242423	0.001668633	0.005453551	0.007735637	0.005243614	0.000586675	0	0.003007002	0.001513657	0.001697758	0.001461799	0.00077261	0.002467253	0.007191605	0.008167282	0.002319311	0.006697095	0.004782061	0.004517542	0.009471142	0.004169266	0.001318443	0.002636669	0.001280645	0.00072249
Bin_metabat_SRR3724190.17	0	0	0	0.000115164	0	0.000497748	0.001850476	0	0.000407658	7.03183E-05	0.000657823	0.000367191	0.000104132	6.3847E-05	0.000280853	0	0	0.0012671	0.000109197	0.000212834	0.000200894	4.43332E-05	0	0	0.000106393	0	0	3.13541E-05	0	0	0	0.006534338	0.000100937	0	0.001705771	0	7.57347E-05	0	0	0.000212551	0.000220749	0.000327728	0.006197056	0	0.001634338	0	0	7.10449E-05	0.001320823	0.000516671	0.000110655	0.000320651	0.00052623	0	0.004258226	0	0.000307629	0	7.12731E-05	0	0	0.000492828	0	0	0	0	0.003415929	0.000166497	0.000633297	0	0	0	0.000234718	0	0	8.77964E-05	0	0	0	0	0	7.2417E-05	0	0.001551193	3.1357E-05
Bin_metabat_SRR3719646.58	0.000279624	0.003655477	0.006116048	0	0.000140289	0.000575212	0	0.005271992	0.000265378	0	0.000418504	0	7.80755E-05	0.000397081	0.000187368	0.002789733	0.005422925	0	6.81891E-05	0.000208456	0.0007045	0.001579915	0.002744736	0.002666202	0	7.97823E-05	0.000499628	0.000720568	0.003586066	0.003648884	0.003010514	0	3.52443E-05	0.000103805	0	7.75718E-05	0.000351151	0.002966263	0.003627713	0.001976526	0.002362904	0.0019038	0	0.000618391	0	0.004161386	0.004439532	0	9.67876E-05	0.00011241	6.56145E-05	0.000210845	0.0005495	0.003831921	0	0.000712425	0.000111247	0.000430211	0.000371709	0.004302464	0.004611873	0	0.000690766	0.002217838	0.005096338	0.013299422	0	0.002087674	0.00014386	0.005765457	0.002404787	0.00991227	0.000223943	0.001636692	0.00304502	0.000158091	0.00056809	0.005441257	0.005461132	0.000602383	0.008685115	7.97332E-05	0.008040897	0.002840738	0.00930475
Bin_maxbin_SRR3719654.001	0.086685783	0.021977931	0.019291583	0.134253191	0.088785496	0.06587343	0.099198593	0.010368084	0.091228656	0.000690703	0.07245438	0.076774411	0.0585594	0.029293103	0.047118173	0.009216396	0.023405226	0.001005496	0.070138268	0.072849675	0.072359538	0.022762975	0.014966014	0.00992346	0.001664432	0.090657971	0.068314922	0.076485447	0.016500437	0.010389337	0.005368628	0.00052934	0.118316495	0.108079126	0.000427531	0.105622715	0.12314626	0.032925879	0.017226795	0.074764757	0.06205405	0.069428969	0	0.081183031	0.083801167	0.048511391	0.03184617	0.126904198	0.097021821	0.055116062	0.094308582	0.063440778	0.061803152	0.019336177	0.009742987	0.040181519	0.078407357	0.087466071	0.085437579	0.041490656	0.026466663	0.085707283	0.089593198	0.016779112	0.027779623	0.044148523	0.001008512	0.031264931	0.084176783	0.022398502	0.015163113	0.022197202	0.148049724	0.057349734	0.059249214	0.175648752	0.131080242	0.031504603	0.037280376	0.07115197	0.05623562	0.095263711	0.05941935	0.017663973	0.017525775
Bin_metabat_SRR3719656.45	0	0	0	0	0	0	0	0	0	0.000918908	0	0	0	0	0	0	0	0.001005612	0	0	0	0	0	0	0.008526567	0	0	0	0	0	0	0.000758784	0	0	0.005320766	0	0	0	0	0	0	0	0.000481636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43551E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin_maxbin_SRR3724469.032	0.001458683	0.000954854	0.00052723	0.002163945	0.001504766	0.001089185	0.001746327	0.000448917	0.001552947	0	0.000906267	0.002174557	0.001514981	0.000329654	0.00060491	0.000406868	0.000269372	6.43711E-05	0.001696303	0.001270467	0.000678133	0.000473596	0.000494142	0.000554194	0	0.002376201	0.00108929	0.000598508	0.000720303	0.000455748	0.000416205	6.8515E-05	0.00116475	0.001318731	5.74971E-05	0.001454835	0.001255938	0.000514125	0.000421078	0.000303392	0.000428498	0.000240306	0	0.001197688	0.007235345	0.000363872	0.000483867	0.009565143	0.007068063	0.003591722	0.00348293	0.002165731	0.000665414	0.000212791	0.000367573	0.004779242	0.001657061	0.000993624	0.001188048	0.000211073	0.00030062	0.004114754	0.000954576	0.00112393	0.000618986	0.000132429	0	0.000810875	0.000740784	0.000300191	0.000415336	0.000152279	0.001569505	0.001253467	0.001208598	0.001550749	0.001270469	0.000995386	0.001620621	0.000488971	0.000762909	0.002527769	0.001126758	0.000864794	0.000388444
Bin_metabat_SRR3719505.81	0	0.002130327	0.007430825	0	0	6.30329E-05	0	0.006684197	0	0	0	0	0	0.000126204	0	0.000377547	0.002384447	0	0	0	0	0.000137717	0.000410401	0.000196101	0	0	0	5.14214E-05	0.001159793	0.001274549	0.001048254	0	0	0	0	0	0	0.000628127	0.000954707	0.000110675	0.000306948	5.95988E-05	0	0	0	0.001649692	0.001969167	0	0	0	0	0	0	0.002125685	0	0	0	0	0	0.001413327	0.001727169	0	0	0.000910381	0.001403018	0.002582975	0	0.000592074	0	0.000985621	0.000750694	0.001553657	0	0	0.000171224	0	0	0.001077521	0.000581755	0	0.001101648	0	0.001578824	0.001201408	0.001148508
Bin_metabat_SRR3719539.9	5.81105E-05	0	0	0.000165311	0.000103383	8.75294E-05	0.00033195	4.96319E-05	0.000258435	0.010903812	9.32353E-05	0.000630303	0.000514217	0.000283204	0.000756565	9.58897E-05	0.000138039	0.011041763	0.000617086	0.000512704	0.000319948	8.59522E-05	6.56443E-05	7.28719E-05	0.006401099	0.000362088	0.000258865	5.98796E-05	3.72535E-05	5.35798E-05	5.09559E-05	0.00176276	0.000164095	0.000124923	0.003818227	0.000145563	0.000265754	0	3.90805E-05	0.000155521	0.000138835	0.000214918	0.005236558	0	0.000283763	0	0	9.99361E-05	0.000149858	0.000233763	0.000150687	0.000122745	0	0	0.000157366	0	7.7793E-05	0	0	0	0	0	0	0	0	0	0.001387742	0	0.000680506	0	0	0	7.99427E-05	0	0	7.82793E-05	0	0	0	0	0	0.000243638	0	0	9.65277E-05
Bin_metabat_SRR3719653.122	0.00013527	0	0	0.000481458	0.000222537	0.000136248	0.000947442	4.14391E-05	0.000657903	0.000589584	0.000162274	0.000752254	0.000725622	0.000117978	0.000377195	0	4.42817E-05	0.001523501	0.000537736	0.0006261	0.000410022	6.33002E-05	3.15662E-05	3.87858E-05	0	0.000359417	0.000367125	6.90407E-05	3.67886E-05	0	3.27078E-05	0.00116929	0.000604655	0.000352778	0.000595024	0.000381563	0.000532352	4.27752E-05	0	0.000339757	0.00031129	0.000518642	0.000140218	0	0.001079731	0	0	0.000421726	0.000415681	0.000895658	0.000691975	0.000412016	0	0	0.000859953	0.00012926	0.000320784	9.06727E-05	0.000115122	0	0	0.000514829	0	0	0	0	0.002283616	0.000129261	0.000750173	0	0	0	0.000203947	0	0	0.000136785	0	0	0	0	0	0.000303771	0	0.000152238	7.52184E-05
Bin_metabat_SRR3719565.15	0	9.15877E-05	0.000213252	0	0	0	0	0.000215283	0	0	0	0	0	0.0002347	0.000101788	8.42254E-05	0.001907224	0	0	0	8.50447E-05	0.000121108	0.0002	0.000116564	0	0	4.50962E-05	5.92595E-05	0.000121972	0.000112269	7.99713E-05	0	0	0	0	0	0	0.000188017	0.000264506	7.3632E-05	8.97493E-05	6.24788E-05	0	0	0	0	0.000127564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.86337E-05	0.000189759	0.000536418	0	0	0	0.000120639	0	0.00029364	0	0	0	0	0	0.000119135	0	0	0	0	0	0	0.000266029
Bin_metabat_SRR3719565.23	0	0	0	0	0	0	0	0	0	0	0	0	0.00011024	0.000724128	0.000342819	0.001385305	0.004090753	0	7.64966E-05	0.000250221	0.00067529	0.000848163	0.001339822	0.000863075	0	0.000106431	0.000576297	0.001069208	0.001544299	0.002147874	0.002713746	0	0	0	0	0	0.000450734	0.001696101	0.001925984	0.001726414	0.001664657	0.001330797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.93532E-05	0.000627605	0	0	0	0.00012756	0	0.000355702	0	0	0	0	0	8.41141E-05	0	0	0.000426976	0	0.000310253	0	0.000328161
Bin_maxbin_SRR3719653.010	0	0	0	0.000115904	0	0.000135025	0.001739307	0	0.000387042	0.008477738	0.000144063	0.000358377	0.000311808	0.000178172	0.000534268	7.75403E-05	0.000118343	0.00651431	0.000303037	0.000625799	0.000417946	8.19614E-05	4.20155E-05	4.75585E-05	0.015324819	0.0001359	0	0	0	0	0	0.016591559	0.00013745	0	0.007442054	0	0.000127703	0	0	7.42145E-05	0.000119075	0.000100468	0.011899645	0	0.000906161	0	0	0	0.000625874	0.000381525	8.8019E-05	0	0	0	0.000893454	0	0.000223756	0	0	0	0	0.000119138	0	0	0	0	0.001767133	0.000151505	0.000396605	0	0	0	0	0	0	0	0	0	0	0	0	0.0001493	0	0.000134055	4.39208E-05
Bin_metabat_SRR3724357.53	0.006977246	0.001057555	0.000276987	0.010298956	0.004264473	0.001333331	0.007645291	0.00030026	0.003692294	0.00080999	0.001272505	0.009764435	0.005015403	0.000707067	0.002345837	0.000308003	0.000196596	0.002983771	0.009277098	0.006286198	0.003264626	0.001023515	0.000648788	0.000588654	0.000242227	0.012585704	0.00554348	0.001673182	0.000617492	0.000447861	0.000421741	0.003122925	0.006091529	0.006075747	0.001986847	0.007803812	0.007273573	0.000765943	0.000432485	0.002182181	0.001840638	0.002723236	0.000117603	0.00597359	0.009186383	0	0.000279879	0.009315701	0.006957114	0.012567389	0.010975373	0.007503508	0.003579913	0.000434984	0.006364206	0.002135755	0.00719235	0.007866896	0.008132476	0.000793809	0.000559708	0.006452614	0.006449543	0.000800709	0	0	0.003483502	0.000761035	0.002534116	0.000667773	0.000776778	0.000396408	0.002276087	0.000966339	0.000872956	0.002856928	0.001086218	0.000420627	0	0.000531355	0	0.008308355	0	0.003659021	0.000843144
Bin_metabat_SRR3724382.24	0	0.000326494	0.000514526	0	0.000154857	0.00020619	0	0.00045193	0	0	0.000165653	0	8.78834E-05	0.000325983	0.000221591	0.000584922	0.001440265	0	0	0.000124548	0.000270501	0.000309514	0.000427273	0.000302885	0	7.02597E-05	0.000221967	0.000323476	0.000459792	0.000658348	0.000687212	0	0	0.000117176	0	0.000104777	0.000154353	0.000440945	0.000504171	0.00050957	0.000516503	0.000434723	0	0	0	0.001287517	0.001016789	0	0.000193381	0.000324617	0.000515702	0.001166296	0.002338063	0.021416472	0	0	0	0	0	0	0.000217498	0	0	0	0	0.000320033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000147717
